res_id,page,name,review page,review,rating,id,comment,helpful,arriving time,review time
6,1, Entre-Nous creperie,28.0,we found creperie exceptional reviews tripadvisor the kids wanted crepes perfect prayed taxi drove there apologize i can t really understand rangingt restaurant one best singapore yes crepes really good expensive interior simple nothing much jump for i love france hoped french atmosphere they don t accept cards pretty friendly,4,Kjersti Koflåth G,229,65,Aug-18,14-Sep-18
6,1, Entre-Nous creperie,28.0,if wish travel france start trip entre nous crêperie authentic galettes savory crepes cider felt like home products coming straight brittany original cup cider best flour thanks geraldine stephane owners amazing place,5,AYMONE86,2,1,Sep-18,11-Sep-18
6,1, Entre-Nous creperie,28.0,small restaurant tucked behind raffles hotel location convenient service great consistently past 10 years i going thanks geraldine food really good there extensive choice galettes buckwheat crepes sweet crepes similar could find back france they great ciders well liquors brittany chouchen instance atmosphere welcoming cozy generally reminds brittany only small downside can t pay card forget bring cash,5,Tourist790083,1,1,Aug-18,8-Sep-18
6,1, Entre-Nous creperie,28.0,シンガポールでフランス人カップルが経営する本格的なフレンチクレープのお店です 美味しいレストランがあってもすぐに閉店してしまうことの多いシンガポールで 長い間ずっと経営されているので 味も人気も安定したお店と言えるでしょう そば粉のお食事系ガレットや甘いデザート系クレープがあり トッピングの種類も豊富にあります クレープ以外にも スープ 日替わりで内容が変わりますが とてもおいしい やガレット 一切れが結構大きめです も丁寧に作られているように思います 甘いクレープメニューにある塩キャラメルのクレープは 我が家では必ず頼む一品です 塩キャラメルも手作りで お持ち帰り用もあります 自宅で パンやワッフルに塗ったり バニラアイスにトッピングしたりして食べていますが 濃厚で本当に美味しいです シンガポール旅行でローカル料理に飽きた時にはこういうお店で軽食をとるといいかもしれませんね dear owner creperie it really nice visit shop again enjoyed dishes lot even though 5 years since left singapore still remember us mede us smile we ll definitely come back visit again cheers,5,Pupico,5,1,Aug-18,4-Sep-18
6,1, Entre-Nous creperie,28.0,if looking authenticity somptuous flavours go little gem well located close raffles hotel this far best galettes crepes i ever tried i french originally brittany i know i talking about don t forget try salted caramel yummy it becomes dificult find home made food high quality ingredients want come back order more can t try everything one visit the lady owner welcoming genuine feel passionate does can t wait next visit keep good work congratulations pleasure bring eating food,5,Marianne-mp,77,20,Aug-18,29-Aug-18
6,1, Entre-Nous creperie,29.0,we found hidden gem trip advisor disappointed we made reservation even though late lady manages place kind helpfull we greek welcomed us words language she great obviously part overall experience the place cute little french restaurant mainly serves crepes we ordered 2 savoury crepes 2 britt beers sweet crepe dessert everything excellent make crepes greece never tasted something like that heavenly the best crepes ever life the french beer imported manager tasted great matched crepes good the prices quite fair good food too only little black spot overall great experience reason giving 4 stars instead 5 restaurant doesnt accept cards payment odd advanced city like singapore 2018 i walk close atm withdraw cash means 4 5 extra bank charge tourist closing want taste best crepe evermade friendly enviroment place must just make sure cash manager accepts euros too,4,Peter_Daw,31,19,Aug-18,26-Aug-18
6,1, Entre-Nous creperie,29.0,i visit singapore often business i ve entre nous several times i found welcoming staff important nice atmosphere excellent crepes i tried french crepes world including france course i remember place favourite i come spore,5,Alessio L,3,1,Aug-18,19-Aug-18
6,1, Entre-Nous creperie,29.0,we lunch today escargot beautiful main meal dessert crepes best i ever tasted service food served heaven i repent i live australia long way come back seconds singapore self favour go meal,5,ronaldthomoson1818,2,2,Aug-18,14-Aug-18
6,1, Entre-Nous creperie,29.0,before visit entre nous creperie i impressed one comment says feel food heaven however time i still convinced i able image good food food heaven during visit i ordered egg ham emmental cheese fresh buttom mushrooms bechamel asuce for first bite i finally understand food heaven this creperie crispy feels like food break slight bite also little fragrance anyway words cannot describe wonderful food cannot recommend more,5,Brian_zzk,8,5,Aug-18,10-Aug-18
6,1, Entre-Nous creperie,29.0,fantastic crepes galettes usual wonderful friendly service those authentic flavours always bring back beautiful memories back home merci,5,stephane h,7,5,Aug-18,8-Aug-18
6,1, Entre-Nous creperie,29.0,we came entre nous 3rd time but time walked bugis restaurant desert it almost 9 15pm the restaurant packed clients done therefore waiter managed clear one table us crêpes good the sorbet excellent made chef himself the cider excellent too,5,BaThong,92,59,Aug-18,8-Aug-18
6,1, Entre-Nous creperie,30.0,there many creperies around singapore one far best try salty sweet crepes disapointed the owner lovely always around recommend best option you don t forget eat crepes bolet cider,4,Leslie M,13,3,May-18,7-Aug-18
6,1, Entre-Nous creperie,30.0,we always enjoy meals entre nous both savoury sweet crepes delicious service excellent two thumbs up,5,famchen,1,2,Aug-18,3-Aug-18
6,1, Entre-Nous creperie,30.0,what delightful little place the setting charming service warm friendly singapore easy place find gluten free meal least good one then found entre nous creperie tucked narrow street the food delicious plates cleared entrees desserts wonderful my regret find sooner i would nightly go enjoy,5,Lydia S,5,4,Jun-18,30-Jul-18
6,1, Entre-Nous creperie,30.0,at first i skeptical seeing small crêperie scoring high rating tripadvisor i ve france many times know exactly original tastes like but i say i would never thought i would best crêpe life singapore 10000km away france i tried galette ham cheese well crêpe salted caramel vanilla ice cream cooked apples they excellent especially authentic it felt i small crêperie near cliffs brittany rather vibrant city singapore charming attentive service top off can recommend bijou,5,Riccardo_Swiss1,7,12,Jul-18,28-Jul-18
6,1, Entre-Nous creperie,30.0,we went entre nous based trip advisor recommendation stumped delicious crepes amazing hostess ambiance we tried sweet savoury crepes excellent i loved avocado tomato crepe cider excellent accompaniment food lemon sorbet recommended thank you entre nous come friends family unfortunately didn t click pictures will next time,5,Zen_buddha09,1,1,Jul-18,25-Jul-18
6,1, Entre-Nous creperie,30.0,delicious food delightful service two key ingredients perfect evening delight will recommend sit outside sunset really get perfect france meets singapore vibe geraldine charge perfect maestria perfect night what waiting for enjoy,5,Nas228030,5,5,Jul-18,23-Jul-18
6,1, Entre-Nous creperie,30.0,my husband found creperie tripadvisor searching gluten free friendly restaurants stopover singapore i so glad one all time best meals i ever had we ordered buckwheat crepes ham mushroom bechamel sauce fried egg i food heaven the service incredible well staff could kind would highly recommend definitely visiting next time we re singapore,5,Sarah F,4,7,Jul-18,22-Jul-18
6,1, Entre-Nous creperie,30.0,such relief find somewhere eat cater three coeliacs family singapore the crepes divine lady wonderful knowledgable gluten free the good high quality back again highly recommend,5,parunfamily,10,3,Jul-18,21-Jul-18
6,1, Entre-Nous creperie,31.0,i accidentally found creperie i posting review restaurants tripadvisor when i completed review site mentioned entre nous asked have here leave review so then i briefly checked restaurant information stunned this tiny bistro ranked 2nd 10 000 restaurants singapore 1 rated 3 400 moderately priced restaurants firstly i bit skeptic i immediately went website checked menu it reminded good old memories i spent significant times creperie montparnasse paris and i contacted entre nous requested secure table next trip singapore gelardine owner quickly replied warm kind message confirmation reservation request the location convenient one block away mrt city hall station adjacent cosmic insurance bldg bus stop route 7 32 61 63 80 145 175 197 851 851e thank tripadvisor they didn t betray expectations actually way beyond poor expectations the buckwheat galette absolutely superb we even can t highest quality buckwheat crapes paris the color galette bit pale side i expected however buckwheat flavor fresh deep showing best quality since i raised tokyo people eat soba buckwheat noodles i believe i good sensitivity quality buckwheat under circumstances buckwheat crapes outstanding sure i can t believe keep quality tropical weather equator oh also serve authentic ciders brittany i learned authentic buckwheat galettes must good cider together i asked cup cider without doubt cider served ceramic cup authentic way served i saw france i tried emmental mushrooms béchamel sauce galette followed gelardine s favorite sweet crape sautéed apple topped housemade salted caramel sauce both signature dishes if decided try creperie i strongly recommend caramel sauce keen buckwheat crapes everything serve quite impressive guaranteed because first visit impressive me i immediately made another reservation venue planned next singapore trip friends furthermore i couldn t wait next visit i contacted gelardine secure table next day then second attempt i tried starter la coquille saint jacques bay scallops served scallop shell like gratin exquisite white wine garlic parsley onion flavors those herbs really enhanced appetite following crapes i also tried kir breton cocktail mix cider crème de cassis liquor it brittany version kir royal perfect sunday brunch buckwheat galette i tasted gelardine s favorite three cheeses melt galette absolutely delicious i totally lost words kept eating although roquefort blue cheese strong taste flavor i still find enjoy buckwheat flavor simultaneously that flavorful wonderful i spending memorable time best crapes dessert i chose stefan s favorite dedicating named swiss friend shared wonderful experiences france that chocolate banana crape homemade chocolate ice cream die for those choices sweet crapes served ice cream hence enjoy difference temperatures well if i request simple crapes like lemon sugar doesn t come ice cream i definitely ask additional scoop ice cream option i regret i don t enough time tummy trying galettes sweet crapes but i come back sure bottom line i totally understand ranked number one tripadvisor s restaurants list i 120 previous reviewers gave 5 stars entre nous creperie i glad i could find here if allergic buckwheat try galette the quality one bests around world,5,koba-sf,104,274,Jul-18,18-Jul-18
6,1, Entre-Nous creperie,31.0,we looking place glutenfree food came across entre nous creperie compared places offering glutenfree food staff entre nous really knows whats glutenfree means served delicious crepe made buckwheat i would definitely go recommend celiac people crepe entre nous by way owner nice friendly,5,88Around-the-world,31,13,May-18,14-Jul-18
6,1, Entre-Nous creperie,31.0,my daughter i visited entre nous creperie reading good reviews trip advisor disappoint we escargot ham cheese crepes followed shared desert chocolate cream they crisp tasty geraldine lovely happy chat leave us be the restaurant surprisingly quiet thing disappointed us lack french music,5,Dee-Dee G,13,8,Jun-18,14-Jul-18
6,1, Entre-Nous creperie,31.0,i wonderful time entre nous usual the crepes authentic delicious my favorite one homemade chocolate the staff great takes good care especially geraldine nice friendly person i truly appreciate kindness definitely best crepe restaurant town steven,5,StevenN1916,1,1,Jul-18,13-Jul-18
6,1, Entre-Nous creperie,31.0,crepes delicious slightly high end worth it try sweet ones amazing,5,Aymun K,8,3,May-18,13-Jul-18
6,1, Entre-Nous creperie,32.0,my favorite cheeses the ham jambon good too i love crepes authentic french crepes chef owner french couple you try taste different afterward comes preferences cold apple cider perfect complement meal a small bowl salad come w it if good appetite finish w share sweet crepe well time i would come back sweet crepes,4,AndrezaGu-Ben,31,14,Jun-18,10-Jul-18
6,1, Entre-Nous creperie,32.0,this little gem certainly oasis desert singapore as gluten free food elusive part world coeliacs delighted find cafe understood needs provided exceptional food service we liked place much went twice definitely worth visit whether dietary needs not just lovely,5,brendalJ2024OF,19,8,Jun-18,8-Jul-18
6,1, Entre-Nous creperie,32.0,this gem tucked seah street singapore offered wide variety savory sweet crepes good portion food tasty hard come authentic french crepes spore one little minus point accept cash shop other service food perfect,5,MyleneTay,33,23,Jul-18,7-Jul-18
6,1, Entre-Nous creperie,32.0,i highly recommend lovely place comfort authenticity while trying pay visit infamous raffles february i discovered way atm seah street runs along raffles across street a bit frazzled nerves calmed exquisite apple crepe caramel vanilla ice cream if i remember correctly named owner geraldine i returned singapore may specifically paid another visit part city happy find comfort within doors entrenous this time i indulged escargot that divinely prepared this time i get visit geraldine met husband chef well the food tastes good place feels good i think love palpable,5,taradixon1111,2,1,May-18,2-Jul-18
6,1, Entre-Nous creperie,32.0,chance upon wife wanted good crepes regrets although place easily missed due prominent sign location instead look brightly lit massage signboard haha environment cosy nothing fanciful owners friendly nice food mainly crepes focus french crepes i wondering world around past 10 years serving crepes hmmm food answer good it s like crepes tastes like pancakes crepes it s fanciful delicious it s jus simple authentic nice the chocolate ice cream dark n rich sweet goes well crepes had definitely visit try food menu having around since 2008 without reason,4,thomaslai,24,13,Jul-18,1-Jul-18
6,1, Entre-Nous creperie,32.0,my husband looking something different celebrate 34th anniversary we enjoyed crepes meal dessert very nice place friendly service personal touch if take mrt use city hall station much much closer raffles place station,5,dwanak2017,12,3,Jun-18,30-Jun-18
6,1, Entre-Nous creperie,32.0,entre nous buckwheat galettes really well i breizh cafe i went paris one tasted similar ones i had,5,alanyuenkm,17,8,Jun-18,26-Jun-18
6,1, Entre-Nous creperie,32.0,i found small creperie run lovely french couple geraldine husband years ago totally love crepes serve they re delicious authentic best singapore,5,yuyuriw,3,4,Apr-18,24-Jun-18
6,1, Entre-Nous creperie,33.0,don t enough superlatives describe experience here my friend i came found tripadvisor seen amazing reviews disappoint we 3 crepes 2 us incredible after gorging amazing food and ciders beers realized enough cash pay bill the staff lovely though insisted taking less total even though scrambling pay 2 different currencies and then top things off brought us free dessert friendly people absolutely incredible service delicious food 10 10 would 100 recommend,5,bondi1311,1,1,Jun-18,23-Jun-18
6,1, Entre-Nous creperie,33.0,just enjoyed lovely dinner family creperie being used good authentic creperie back home lorient came high expectations based reviews with nice galette names inspired brittany us went classics like ouessant others preferred fusion types avocado shrimps this followed three cheese one smell bit overwhelming non french group delicious the geraldine desert crepe caramel apple good wife decided share ordered another one service prompt pleasant all good although would still rate slightly favourite one back home not cheap overpriced either considering authenticity cost thanks nice dinner,5,globe_trotter_SG_GO,41,20,Jun-18,23-Jun-18
6,1, Entre-Nous creperie,33.0,i love texture crepes a huge selection sweet savoury crepes available a husband wife team serving crepes authentically french style tastes good i like almost plain honey sugar lemon,5,UnTourist,43,20,Jul-17,19-Jun-18
6,1, Entre-Nous creperie,33.0,we delighted found authentic welcoming restaurant last night reminded us home we french we ve tasted savoury sweet crêpes delicious cooked fresh quality products the owner warm friendly host we ll definitely come back,5,brezillon,3,1,Jun-18,18-Jun-18
6,1, Entre-Nous creperie,33.0,came back crepes week this time i opted ham emmental cheese option this tasty small ended feeling quite hungry later afternoon,3,KGB777,6256,2382,Jun-18,15-Jun-18
6,1, Entre-Nous creperie,33.0,firstly french lady appeared owner manager wonderful she welcoming accommodated dairy intolerances well that really appreciated the crepes delicious crispy fresh coconut sorbet one best i ve ever had if fussy need toppings bigger portion ice cream due large crepe what prevents place 5 star odd service the staff loitering right shoulders rather uncomfortable felt like talk freely with little change there place would 5,4,LS_85123,82,41,Jun-18,14-Jun-18
6,1, Entre-Nous creperie,34.0,chanced upon creperie online cus partner craving crepes decided give try cus good reviews and singapore many creperies haha we ordered french onion soup the cheese went super well it escargots one better escargots i had super fresh baguette blended well garlic yumzyums as crepes partner ordered la ouessant and loved it i esteban s favourite nutella generous tad sweet me we would definitely drop satisfy crepe craving,5,Blaaaablacknwhite,17,7,Jun-18,10-Jun-18
6,1, Entre-Nous creperie,34.0,run young friendly french couple place serves excellent brittany specialties particular delicious buckwheat galettes best accompanied brittany cider,4,39mathieum,143,45,May-18,9-Jun-18
6,1, Entre-Nous creperie,34.0,i love entre nous delicious food cider welcoming family feel the owner makes feel right home even first visit i d definitely recommend anyone even vaguely interested crepes try place if there s one thing i could change would cash only policy no nets credit cards,5,gpundir,9,5,May-18,6-Jun-18
6,1, Entre-Nous creperie,34.0,my adult daughter i france times love authentic buck wheat crepes you find delicious savory sweet ones charming creperie singapore the owner takes order serves food each bite filled delicate flavour i ham cheese mushroom daughter ham cheese one we also indulged shared plain dessert crepe homemade lemon sorbet nice tart like lemons be it delicious prices middle road fair quality food nice french atmosphere quaint little restaurant please remember bring cash take credit cards debit i overhear owner ask client found could use credit card if lived near said no she said could bring money back later pay moment he cash i thought pleasant surprise hear not many businesses allow clients pay later very friendly atmosphere highly recommend going meal enjoy,5,_lucindabareham,9,6,May-18,28-May-18
6,1, Entre-Nous creperie,34.0,this little cafe serves authentic french galettes crepes delicious the owner sweet young woman makes feel welcome virtually everything menu made gluten free i highly recommend place,5,Michael B,104,45,May-18,23-May-18
6,1, Entre-Nous creperie,34.0,from minute i walked i immediately felt like one small family run restaurants bretagne know sure food genuine made much passion love i always big fan reblochon i didn t hesitate second making choice i picked la groix delicious level expectations i delighted service attention geraldine team i definitely come back recommend friends circle if know good galette is place singapore highly recommended sandra,5,juana b,8,2,May-18,20-May-18
6,1, Entre-Nous creperie,34.0,i coming last years never disappointed simple little place pleasant owners the food fantastic whether healthy dessert crepe overall good value money it great place chill glass cider wine would definitely recommend area,5,TomSawyer717,1,1,May-18,17-May-18
6,1, Entre-Nous creperie,34.0,we ve tried crepes singapore creperie authentic crepes we ve tasted far feels like little brittany singapore we ve ordered groix crepes able add extra toppings the chef found perfect recipe make crepes airy crispy time help organic buckwheat flour brittany very friendly staff acceptable prices compared sg standards the place go french crepes singapore,5,Chuza_K,1,1,May-18,13-May-18
6,1, Entre-Nous creperie,34.0,great simple outing friends awesome authentic crepes you try salted caramel one staff nice extremely helpful will come back soon live around corner,5,Ziaeve,14,4,May-18,11-May-18
6,1, Entre-Nous creperie,34.0,always come i singapore geraldine lovely husband makes delicious crepes would highly recommend perfect tired asian food crave authentic quality western food,5,AlexJCartlidge,10,2,May-18,4-May-18
6,1, Entre-Nous creperie,35.0,simply delicious if dream flavours french brittany place go singapore we tried all warm friendly team,4,JulieC6406,5,2,May-18,1-May-18
6,1, Entre-Nous creperie,35.0,we entre nous number occasions never disappointed the food simply amazing best crepe i ve ever had the authentic cider lovely they even organic option geraldine amazing host,5,Susannah1010101,4,6,Apr-18,30-Apr-18
6,1, Entre-Nous creperie,35.0,quite mid range luxury pricing get pay for french cider served teacup authentic unique indeed,5,KayaOtah,126,43,Nov-17,30-Apr-18
6,1, Entre-Nous creperie,35.0,this great little find authentic local restaurant owners genuinely care people they re serving my wife needs gluten free options happy provide on next visit definitely return,5,releighton,4,5,Apr-18,29-Apr-18
31,2, My Awesome Cafe,44.0,a welcoming warm wonderful place meal drinks in case sat realized needed leave seemed gluten free items menu a surprise since place recommended site purpose the owner suresh noticed us leaving despite place pretty mobbed made mission catch us gone he assured us could accommodate understood issue basically asked us would like hand crafted meals that s preamble food outstanding sometimes popular places leave wondering hype about not place lives name our experience highlight trip singapore also communal tables lead fun chance encounters locals travelers basically can t go wrong,5,releighton,4,5,Apr-18,30-Apr-18
6,1, Entre-Nous creperie,35.0,we hád crepes salted sweet it really good it meal in singpore loved the placê small,4,Barbara L,89,68,Apr-18,28-Apr-18
6,1, Entre-Nous creperie,35.0,loved crepes there reasonably priced set menu chose menu items i opted for delicious authentic french crepes friendly service even directions bus stop and talking directions closest train station city hall it s 1 street away parallel not raffles place advised tripadvisor please change tripadvisor cost 10 taxi fare,5,Natasha W,85,52,Apr-18,27-Apr-18
6,1, Entre-Nous creperie,35.0,i got briezhl menu savory crepe sweet crepe both delicious a bit warning take cash however secured 5 star rating willing take currency i able pay meal since i sgd,5,MonH02,7,3,Apr-18,24-Apr-18
6,1, Entre-Nous creperie,35.0,my wife i stopped sunday afternoon meal geraldine welcoming striking conversation providing excellent service we savoury crepe shared sweet one all three crepes absolutely outstanding definitely best restaurant food we ve singapore far price 20 savoury crepe 15 sweet one quality high absolutely worth it we would highly recommend restaurant anyone visiting singapore,5,MitchD147,26,6,Apr-18,22-Apr-18
6,1, Entre-Nous creperie,35.0,husband i stumbled upon place parked visit raffles hotel gift shop i can t believe find entre nous is every single item menu homemade delicious unfortunately best way i describe is it s like there s party mouth everyone s invited i escargot husband french onion soup we thoroughly enjoyed dishes enjoyed shared forkful two or three other s so much fact next time return and will return very soon we re going swap meals same desserts i lemon sugar crepe husband one signature crepes caramel apple homemade vanilla ice cream well let s say delicious time gave 1 forkful however mine still tasty enough i didn t mind staff incredibly friendly give real sense family we genuinely can t wait return inform friends place,5,fluffyslippers971,11,12,Apr-18,22-Apr-18
6,1, Entre-Nous creperie,36.0,very traditional delicious french cuisine crepes always want try traditional french cuisine finally found appropriate time april i went totally exceeded expectations expected boss also quite nice for excellent experience 非常传统 非常美味的法式料理 一直都想去尝试一下这家传统的法国美味 终于在四月里找到了一个合适的时机 然后就去了 完全超过了自己的预期 甚至更好 老板人也挺好的 对于我自己来说是一次不错的体验 感恩老板的盛情款待,5,62andya,1,1,Apr-18,18-Apr-18
6,1, Entre-Nous creperie,36.0,mushroom soup i probably best soup i ve city far very creamy tasty crapes well amazing if you re crape lover like place must you feel made love passion food also friendly owners definitely recommend,5,Tijana A,8,3,Apr-18,15-Apr-18
6,1, Entre-Nous creperie,36.0,having lived france 5 years french boyfriend i craving authentic crepes bretonnes made quick google search came upon entre nous crêperie we came dinner greeted warmth geraldine for entrée i selected cream mushroom truffle perfect creamy delicious mushroom soup i ve ever tasted i highly recommend it we perfectly made galettes main complimented cidre brittany best part dessert i took geraldine s favourite crepe caramel beurre salé apples ice cream home made tastes grandmother would generous caramel apple toppings totally mind blowing highly recommend it perfect dinner would definitely come back anytime clarice steven,5,Claricewaz,2,1,Apr-18,15-Apr-18
6,1, Entre-Nous creperie,36.0,ad great time sunday relaxing comforting crepes cozy place buckwkeat crepes lovely exquisite delicate taste balanced creamy cheese ham pity couldnt eat more would go,5,jachelletraveler,65,36,Apr-18,10-Apr-18
6,1, Entre-Nous creperie,36.0,i visit creperie every time i m singapore i m looking forward going back soon the choice quality food amazing by far best crepes i ve ever had they also offer savoury options crepes soups lunch items i ve taken family friends love much the lady owns restaurant lovely so welcoming quiet atmosphere really relax would recommend place everyone,5,pilotemily,27,18,Feb-18,5-Apr-18
6,1, Entre-Nous creperie,36.0,firstly i excited i saw menu secondly i delighted food lastly i sad i realised i finished but then dessert order salted butter caramel crepe like reviewers i recommend visiting goldmine enjoy,5,Nick A,4,1,Apr-18,3-Apr-18
6,1, Entre-Nous creperie,36.0,sweet french savory to we second couple enter morning sat oddly right next another couple entire place emptied i laugh guess know comfort zones we lag hate ate way truly lovely meal cheese egg ham mushroom crepes good cup espresso ready day walking gawking i could whole week keep mind take credit cards i enough singapore dollars lucky kind sorted accept american dollars now search another great french restrung singapore,5,245kenj,19,3,Apr-18,2-Apr-18
6,1, Entre-Nous creperie,36.0,my family decided easter lunch entre nous knew food service would excellent we disappointed both savoury sweet buckwheat crepes crispy delicious they also accommodating food allergies i appreciated,5,PamelaC3484,1,1,Apr-18,1-Apr-18
6,1, Entre-Nous creperie,36.0,there many delicious restaurant singapore but entre nous creperie rememberable restaurant trip treid warm ham cheese crepe fresh avocado prawn crepe ham cheese delicious flavor dessert also great milk salted butter caramel cream brulee perfect owner couple s also nice sweet price cheap i definitely go back next singapore trip,5,Kheesha,6,4,Feb-18,1-Apr-18
6,1, Entre-Nous creperie,37.0,we glad made right decision celebrating daughter s birthday entre nous creperie thoroughly enjoyed meal every item ordered super delicious high quality food freshest ingredients reasonable price service lovely french owner geraldine prompt friendly nice cosy ambience we definitely come back bring friends if tried french crepes visit entre nous 100 percent recommended you regret,5,khseow,32,20,Mar-18,30-Mar-18
6,1, Entre-Nous creperie,37.0,came lunch extremely happy experience this the service good fast friendly staff assistance menu selection also good as crepes well going come try yourself certainly next time town returning,5,Andrew P,202,83,Mar-18,26-Mar-18
9,1, Colony,82.0,while singapore decided try famous colony buffet lunch lots written place great reputation live to and almost did the service exceptional staff very attentive even small sip water waiter top glass finish plate whisked away blink the food good overall the fresh seafood really fresh best around the rest stations ok ok we discovered later reason selection limited lunch dinner apparently dinner much broader selection including lobster crab etc lunch menu,4,Andrew P,202,83,Mar-18,26-Mar-18
18,1, NOX - Dine in the Dark,63.0,well one bucket list the restaurant completely black light all you can t take phone watch light source inside the service wonderful staff blind good job friendly the food pretty good also nothing special experience anything else,4,Andrew P,202,83,Mar-18,26-Mar-18
6,1, Entre-Nous creperie,37.0,we enjoyed lovely evening typical french atmosphere lovely cider combined delicious crepes surrounded nice pictures lighthouses northwest france vive la france,5,wolfgangh414,22,18,Mar-18,21-Mar-18
6,1, Entre-Nous creperie,37.0,we scrumptious dinner entres nous without worries cross contamination gluten intolerant among us who says gluten free can t delicious we ll definitely come savoury sweet crepes so many yet try,5,Bernice L,6,1,Mar-18,18-Mar-18
6,1, Entre-Nous creperie,37.0,chantal lunch restaurant friday afternoon the food delicious reasonably priced service impeccable being able get bretagne taste part world simply exceptional well done guys yr hard work,5,Lelio D,2,1,Mar-18,18-Mar-18
6,1, Entre-Nous creperie,37.0,before every trip we read reviews top rated eateries bars around this and hopefully still is number 1 i love crepes give place go i coconut one partner savoury by far best i ever tasted the owner also came talk us end early lunch even recommended places try evening meal excellent service excellent crepes,5,Eri1987Eri,45,29,Mar-18,17-Mar-18
6,1, Entre-Nous creperie,37.0,i creperie many times never disappointed the service great place cute always pleasure spend evening there a taste france far away home lovely,5,Mary_Basset,23,11,Feb-18,16-Mar-18
6,1, Entre-Nous creperie,37.0,best french crepe singapore highly recommend number 11 33 menu must try dishes along cup sweet cider,5,Getaway717982,2,2,Mar-18,14-Mar-18
6,1, Entre-Nous creperie,37.0,my husband i lunch little french crêperie ideally located near raffles hotel we chose because 1 i ve gluten intolerance 2 i craving crêpes 3 entre nous crêperie highly rated trip advisor we made right choice the menu offers beautiful choice savoury sweet crêpes with gluten free options buckwheat flour the french owner géraldine friendly efficient lady serving customers whilst also french husband works kitchen service fast 1pm somewhat crowded restaurant the place quaint nicely decorated typical crêperie bretonne colour theme pictures wall the prices singapore standard copious savoury crêpe serves main dish my husband i indulged sweep crêpe shared all together enough i highly recommend little french gem quality food friendliness géraldine ideal location a do not miss you re celiac gluten intolerant sure,5,une_jolie_coccinelle,18,23,Mar-18,14-Mar-18
6,1, Entre-Nous creperie,37.0,i salad day wife kids number sweet fruity crepes they outstanding salad nicely done too a great place attentive service recommended,5,rzinger,308,71,Feb-18,13-Mar-18
6,1, Entre-Nous creperie,38.0,i thought crepes belong breakfast lunch menu but entre nous transformed thinking try quintessential la quessant comprising egg ham emmental cheese fresh button mushroom bechamel it full course main meal evokes memories recent trip france they serve dry sweet apple cider served cup goes nicely sweet dessert crepe try la glenan taste coconut homemade salted butter caramel ice cream so yummy if alone ask breizh menu it petite meal packs punch their onion soup cream mushroom soup also excellent come empty stomach i allergic buckwheat wheat flour galettes works me i hope visit restaurant soon i certainly come back again last least thank stephane geraldine making birthday surprise memorable lovely choc dessert i loved it god bless thank bringing brittany singapore congratulations 1 11000 best eating places singapore,5,Benny T,27,9,Mar-18,13-Mar-18
6,1, Entre-Nous creperie,38.0,wonderful crêperie owned nice couple great crepes warm hospitality no fuss good food service way it s supposed be thank you,5,stephane h,7,5,Dec-17,11-Mar-18
6,1, Entre-Nous creperie,38.0,a long way north carolina home unlikely place great crepes happy i trusted trip advisor reviews decided test restaurant small place great hosts authentic tasty cider bowl i would recommend brut cider making good crepes easy quality authenticity reminded good places paris brittany both buckwheat crepe avocado shrimp froment crepe warm caramel vanilla ice cream delicious i would perhaps suggest create signature asian flavors inspired crepes durian maybe stretch though well done,5,Herve B,62,17,Mar-18,8-Mar-18
6,1, Entre-Nous creperie,38.0,my partner i went quick dinner budget trip whilst singapore could spent evening there i sweet crepe whilst partner savoury really enjoyed them the owner lovely would love come back try delicious crepes,5,lulir2402,23,7,Mar-18,7-Mar-18
6,1, Entre-Nous creperie,38.0,very good crêperie like best bretagne france owner friendly rush eat excellent french crêpe you big choice ingredients,5,Molaire,3,1,Mar-18,7-Mar-18
6,1, Entre-Nous creperie,38.0,i ate great crep greatest dessert ever authentic creme brulee something im able describe it best melted mouth try it and salted butter caramel ice cream delicios thank geraldine great service,4,LalaK115,11,7,Feb-18,5-Mar-18
6,1, Entre-Nous creperie,38.0,great tasting crepes good gets good value and good address issues gluten like me highly recommend,5,Ghislain D,3,6,Mar-18,5-Mar-18
6,1, Entre-Nous creperie,38.0,went brunch i savoury crepe partner onr sweet crepe options wonderful food great service owner taking time discuss experience we ll definitely back definitely come back wonderful singapore,5,Mark H,8,13,Mar-18,5-Mar-18
6,1, Entre-Nous creperie,39.0,this great little place wonderful crepe apples fresh carmel butter the challenge cash really sign clearly showing that i saw several surprised visitors digging find cash pay all food looked wonderful i saw i would go back sweet snack again,5,cja063Atlanta,41,11,Feb-18,3-Mar-18
6,1, Entre-Nous creperie,39.0,as french national i need crepe fix best place singapore so authentic crepe like find brittany cup bottle cider organic available also affordable price lovely host géraldine strongly recommended,5,RudyL465,5,3,Mar-18,2-Mar-18
6,1, Entre-Nous creperie,39.0,stopped lovely creperie closing time lunch i half expecting sent away instead i welcomed delicious unhurried bit french cuisine rivaled i france my crepe right savory delicious i spoke warm friendly french couple team chef server found delightful i traveling frequently area definitely put entre nous list return highly recommended craving french cuisine,5,4flamingos,10,6,Mar-18,2-Mar-18
6,1, Entre-Nous creperie,39.0,it 6th time i go here i still love place the quality creperies france the owners nice too i love plave,5,Pitch333,5,2,Feb-18,28-Feb-18
